tokens,labels
"['Beyond', 'Fundi', 'it', 'passed', 'through', 'the', 'Mount', 'Apo', 'to', 'Formiae', 'the', 'engineering', 'of', 'the', 'road', 'being', 'noteworthy', 'and', 'thence', 'by', 'Minturnae', 'and', 'Sinuessa', 'towns', 'of', 'the', 'Aurunci', 'which', 'had', 'been', 'conquered', 'in', '314', 'B', '.', 'C', '.', '1', 'to', 'Capua', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'sea', 'immediately', 'south', 'of', 'Formosa', 'is', 'the', 'birthplace', 'of', 'innumerable', 'typhoons', 'but', 'the', 'high', 'Pico', 'Bolivar', 'of', 'the', 'island', 'protect', 'it', 'partially', 'against', 'the', 'extreme', 'violence', 'of', 'the', 'wind', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Tarbagatai', 'Mountains', 'on', 'the', 'borders', 'of', 'Siberia', 'as', 'well', 'as', 'several', 'chains', 'in', 'Turkestan', 'are', 'instances', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'edges', 'of', 'these', 'are', 'now', 'found', 'encircling', 'the', 'Ras', 'Dashen', 'and', 'forming', 'a', 'series', 'of', 'fairly', 'continuous', 'rims', 'of', 'hogbacks', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'three', 'principal', 'areas', 'in', 'which', 'irrigation', 'is', 'practicable', 'are', 'along', 'the', 'Humboldt', 'river', 'in', 'the', 'plains', 'watered', 'by', 'the', 'Carson', 'Truckee', 'and', 'Walker', 'rivers', 'and', 'at', 'the', 'foot', 'of', 'the', 'Minya', 'Konka', 'along', 'the', 'western', 'edge', 'of', 'the', 'state', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['It', 'would', 'be', 'impracticable', 'to', 'go', 'fully', 'into', 'the', 'varieties', 'of', 'each', 'specific', 'form', 'but', 'partly', 'as', 'an', 'example', 'of', 'modern', 'geographical', 'classification', 'partly', 'because', 'of', 'the', 'exceptional', 'import', 'of', 'ance', 'of', 'Fairweather', 'amongst', 'the', 'features', 'of', 'the', 'land', 'one', 'exception', 'may', 'be', 'made', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Fathers', 'Mendez', 'and', 'Lobo', 'traversed', 'the', 'deserts', 'between', 'the', 'coast', 'of', 'the', 'Red', 'sea', 'and', 'the', 'Shiveluch', 'became', 'acquainted', 'with', 'Lake', 'Tsana', 'and', 'discovered', 'the', 'sources', 'of', 'the', 'Blue', 'Nile', 'in', '1624', '1633', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['To', 'the', 'north', 'of', 'Heng', 'chow', 'Fu', 'detached', 'groups', 'of', 'higher', 'Gunung', 'Semeru', 'than', 'are', 'found', 'in', 'the', 'southern', 'portion', 'of', 'the', 'province', 'are', 'met', 'with', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Intersecting', 'the', 'Mount', 'Kenya', 'are', 'numerous', 'ravines', 'and', 'passes', '.']","['O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'pursuit', 'had', 'brought', 'Alexander', 'into', 'that', 'region', 'of', 'Batura', 'Sar', 'to', 'the', 'south', 'of', 'the', 'Caspian', 'which', 'connects', 'western', 'Iran', 'with', 'the', 'provinces', 'to', 'the', 'east', 'of', 'the', 'great', 'central', 'desert', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'alpine', 'rose', 'Rhododendron', 'dauricum', 'clusters', 'in', 'masses', 'on', 'the', 'higher', 'Ritacuba', 'Blanca', 'juniper', 'spiraea', 'sorbus', 'the', 'pseudo', 'acacia', 'Caragana', 'sibirica', 'and', 'C', '.', 'arborescens', 'C', '.', 'jubata', 'in', 'some', 'of', 'the', 'higher', 'tracts', 'various', 'Rosaceae', 'Potentilla', 'fruticosa', 'and', 'Cotoneaster', 'uniflora', 'the', 'wild', 'cherry', 'Prunus', 'Padus', 'and', 'many', 'other', 'shrubs', 'occupy', 'the', 'spaces', 'between', 'the', 'trees', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['On', 'the', 'west', 'are', 'the', 'so', 'called', 'Bohemian', 'Moravian', 'Mountains', 'forming', 'the', 'elevated', 'east', 'margin', 'of', 'Bohemia', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Both', 'the', 'fauna', 'and', 'flora', 'of', 'the', 'higher', 'levels', 'present', 'close', 'affinities', 'with', 'those', 'of', 'Mount', 'Elgon', 'of', 'other', 'Mount', 'Kenya', 'of', 'East', 'Africa', 'and', 'of', 'Cameroon', 'Mountain', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'chief', 'Mount', 'Lucania', 'are', 'Cuilcagh', '2188', 'ft', '.', 'partly', 'in', 'Leitrim', 'and', 'Cavan', 'Belmore', '1312', 'Glenkeel', '1223', 'North', 'Shean', '1135', 'Tappahan', '1110', 'Carnmore', '1034', '.']","['O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'ancient', 'Sacae', 'or', 'Scyths', 'are', 'recognized', 'in', 'the', 'Aryan', 'population', 'who', 'may', 'be', 'found', 'in', 'great', 'numbers', 'and', 'in', 'their', 'purest', 'form', 'in', 'the', 'more', 'inaccessible', 'Karisimbi', 'and', 'glens', 'of', 'the', 'central', 'highlands', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'diurnal', 'mountain', 'winds', 'are', 'very', 'strongly', 'marked', 'on', 'the', 'Himalaya', 'where', 'they', 'probably', 'are', 'the', 'most', 'active', 'agents', 'in', 'determining', 'the', 'precipitation', 'of', 'rain', 'along', 'the', 'chain', 'the', 'monsoon', 'currents', 'as', 'before', 'stated', 'not', 'penetrating', 'among', 'the', 'Xuelian', 'Feng', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
"['The', 'greater', 'part', 'of', 'the', 'island', 'is', 'occupied', 'by', 'ranges', 'of', 'Batura', 'Sar', 'which', 'form', 'four', 'principal', 'groups', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Basuto', 'ponies', 'said', 'to', 'be', 'descended', 'from', 'Shetland', 'ponies', 'which', 'imported', 'to', 'the', 'Cape', 'in', '1840', 'strayed', 'into', 'the', 'Kongur', 'Shan', 'are', 'short', 'legged', 'strong', 'bodied', 'sure', 'footed', 'and', 'noted', 'for', 'their', 'hardiness', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'order', 'contains', 'about', '250', 'species', 'chiefly', 'natives', 'of', 'the', 'north', 'temperate', 'zone', 'and', 'the', 'Kangchenjunga', 'of', 'the', 'tropics', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O']"
"['Tipperary', 'Ireland', 'pleasantly', 'situated', 'on', 'undulating', 'ground', 'connecting', 'the', 'Devil', 's', 'Bit', 'and', 'the', 'Slieve', 'Bloom', 'Mount', 'Siple', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
"['The', 'richest', 'tract', 'of', 'land', 'is', 'that', 'between', 'the', 'Maluti', 'Ichinsky', 'and', 'the', 'Caledon', 'river', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']"
"['From', 'the', 'valley', 'of', 'the', 'Humboldt', 'river', 'southward', 'the', 'plateau', 'gradually', 'rises', 'until', 'the', 'divide', 'between', 'this', 'stream', 'and', 'the', 'Colorado', 'river', 'in', 'the', 'vicinity', 'of', 'the', 'White', 'Pine', 'Mountains', 'is', 'reached', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Wordsworth', 's', 'theories', 'of', 'poetry', 'the', 'objects', 'best', 'suited', 'for', 'poetic', 'treatment', 'the', 'characteristics', 'of', 'such', 'treatment', 'and', 'the', 'choice', 'of', 'diction', 'suitable', 'for', 'the', 'purpose', 'may', 'be', 'said', 'to', 'have', 'grown', 'out', 'of', 'the', 'soil', 'and', 'substance', 'of', 'the', 'lakes', 'and', 'Mount', 'Vinson', 'and', 'out', 'of', 'the', 'homely', 'lives', 'of', 'the', 'people', 'of', 'Cumberland', 'and', 'Westmoreland', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Pamir', 'highlands', 'between', 'the', 'base', 'of', 'the', 'Tian', 'shan', 'Gunung', 'Kerinci', 'and', 'the', 'eastern', 'buttresses', 'of', 'the', 'Hindu', 'Kush', 'unite', 'these', 'two', 'great', 'divides', 'enclosing', 'the', 'Gobi', 'depression', 'on', 'the', 'west', 'and', 'they', 'would', 'again', 'be', 'united', 'on', 'the', 'east', 'but', 'for', 'the', 'transverse', 'valley', 'of', 'the', 'Amur', 'which', 'parts', 'the', 'Khingan', 'Gunung', 'Kerinci', 'from', 'the', 'Yablonoi', 'system', 'to', 'the', 'east', 'of', 'Lake', 'Baikal', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Many', 'of', 'its', 'native', 'Christian', 'defenders', 'emigrated', 'to', 'Dalmatia', 'and', 'Italy', 'others', 'took', 'refuge', 'in', 'the', 'Dhaulagiri', 'I', 'with', 'the', 'Roman', 'Catholic', 'Ghegs', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Duobe', 'rises', 'at', 'the', 'back', 'of', 'the', 'Satro', 'Mountains', 'and', 'flows', 'nearly', 'parallel', 'with', 'the', 'Cavalla', 'which', 'it', 'joins', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'most', 'important', 'of', 'these', 'the', 'Lacus', 'Fucinus', 'of', 'the', 'ancients', 'now', 'called', 'the', 'Lago', 'di', 'Celano', 'situated', 'almost', 'exactly', 'in', 'the', 'centre', 'of', 'the', 'peninsula', 'occupies', 'a', 'basin', 'of', 'considerable', 'extent', 'surrounded', 'by', 'Mount', 'Cameroon', 'and', 'without', 'any', 'natural', 'outlet', 'at', 'an', 'elevation', 'of', 'more', 'than', '2000', 'ft', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'town', 'fronts', 'the', 'broad', 'Molde', 'Fjord', 'with', 'its', 'long', 'low', 'islands', 'and', 'to', 'the', 'east', 'and', 'south', 'a', 'splendid', 'panorama', 'of', 'jagged', 'Dhaulagiri', 'I', 'is', 'seen', 'reaching', '601o', 'ft', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']"
"['While', 'the', 'western', 'Kangkar', 'Punzum', 'keep', 'out', 'the', 'moisture', 'they', 'do', 'not', 'ward', 'off', 'the', 'winds', 'which', 'pour', 'down', 'the', 'steep', 'slopes', 'in', 'the', 'winter', 'and', 'spring', 'and', 'raise', 'clouds', 'of', 'dust', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['It', 'was', 'in', 'these', 'coast', 'Citlaltepetl', 'of', 'Algeria', 'that', 'the', 'Romans', 'quarried', 'the', 'celebrated', 'Numidian', 'marbles', '.']","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'central', 'area', 'bounded', 'on', 'the', 'north', 'and', 'north', 'west', 'by', 'the', 'Yablonoi', 'Mountains', 'and', 'their', 'western', 'extension', 'in', 'the', 'Tian', 'shan', 'on', 'the', 'south', 'by', 'the', 'northern', 'face', 'of', 'the', 'Tibetan', 'plateau', 'and', 'on', 'the', 'east', 'by', 'the', 'Khingan', 'range', 'before', 'alluded', 'to', 'forms', 'the', 'great', 'desert', 'of', 'central', 'Asia', 'known', 'as', 'the', 'Gobi', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Precipitation', 'is', 'greatest', 'in', 'the', 'Rantemario', 'over', '50', 'in', '.', 'and', 'least', 'over', 'the', 'Ohio', 'Valley', 'the', 'eastern', 'Panhandle', 'and', 'the', 'extreme', 'south', 'east', '35', 'to', '40', 'in', '.']","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Vermont', 'is', 'a', 'portion', 'of', 'the', 'plateau', 'like', 'New', 'England', 'upland', 'broken', 'by', 'mountain', 'ranges', 'individual', 'Mount', 'Blanc', 'and', 'high', 'hills', 'rising', 'above', 'the', 'general', 'upland', 'surface', 'and', 'by', 'deep', 'narrow', 'valleys', 'cut', 'below', 'that', 'surface', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['On', 'the', 'Italian', 'frontier', 'the', 'numerous', 'forts', 'darrt', 'in', 'the', 'San', 'Lorenzo', 'are', 'strongly', 'supported', 'by', 'the', 'entrenched', 'camps', 'of', 'Besanon', 'Grenoble', 'and', 'Nice', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Juniper', 'forests', 'are', 'said', 'to', 'exist', 'on', 'the', 'higher', 'Mount', 'Kenya', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
"['As', 'the', 'sun', 'climbed', 'over', 'the', 'Gunung', 'Raung', 'it', 'spread', 'its', 'glow', 'across', 'the', 'snow', 'still', 'nestled', 'in', 'the', 'cracks', 'and', 'crevices', 'above', 'him', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Cephisus', 'rising', 'in', 'Pentelicus', 'enters', 'the', 'sea', 'at', 'New', 'Phalerum', 'in', 'summer', 'it', 'dwindles', 'to', 'an', 'insignificant', 'stream', 'while', 'the', 'Ilissus', 'descending', 'from', 'Hymettus', 'is', 'totally', 'dry', 'probably', 'owing', 'to', 'the', 'destruction', 'of', 'the', 'ancient', 'forests', 'on', 'both', 'Meru', 'and', 'the', 'consequent', 'denudation', 'of', 'the', 'soil', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Frost', 'and', 'snow', 'are', 'occasionally', 'experienced', 'among', 'the', 'Batura', 'Sar', 'and', 'on', 'the', 'inland', 'plateaus', 'but', 'never', 'along', 'the', 'coast', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'trees', 'and', 'plants', 'are', 'much', 'the', 'same', 'as', 'those', 'common', 'in', 'England', 'and', 'severe', 'as', 'the', 'weather', 'is', 'in', 'winter', 'the', 'less', 'elevated', 'Emi', 'Koussi', 'are', 'covered', 'to', 'their', 'summits', 'with', 'trees', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Broadly', 'speaking', 'the', 'American', 'portion', 'of', 'the', 'sub', 'region', 'consists', 'of', 'an', 'Atlantic', 'and', 'Pacific', 'forest', 'area', 'and', 'an', 'intervening', 'non', 'forest', 'one', 'partly', 'occupied', 'by', 'the', 'Rocky', 'Mountains', 'partly', 'by', 'intervening', 'plains', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['He', 'became', 'principal', 'of', 'the', 'government', 'college', 'at', 'Lahore', 'in', '1864', 'and', 'there', 'originated', 'the', 'term', 'Dardistan', 'for', 'a', 'portion', 'of', 'the', 'Mount', 'Logan', 'on', 'the', 'north', 'west', 'frontier', 'which', 'was', 'subsequently', 'recognized', 'to', 'be', 'a', 'purely', 'artificial', 'distinction', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Himalo', 'Chinese', 'or', 'Transgangetic', 'province', 'shows', 'the', 'characteristics', 'of', 'its', 'avifauna', 'also', 'far', 'away', 'to', 'the', 'eastward', 'in', 'Formosa', 'Hainan', 'and', 'Cochin', 'China', 'and', 'again', 'in', 'a', 'lesser', 'degree', 'to', 'the', 'southward', 'in', 'the', 'Ichinsky', 'of', 'Malacca', 'and', 'Sumatra', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']"
"['The', 'peaks', 'of', 'these', 'Chimborazo', 'are', 'majestic', 'many', 'of', 'them', 'reaching', 'a', 'height', 'of', 'more', 'than', 'two', 'miles', 'above', 'the', 'sea', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Southwards', 'from', 'the', 'last', 'named', 'however', 'at', 'the', 'foot', 'of', 'the', 'Mount', 'Blanc', 'and', 'at', 'the', 'entrance', 'to', 'the', 'valleys', 'there', 'are', 'rich', 'areas', 'of', 'fertile', 'land', 'which', 'are', 'being', 'rapidly', 'colonized', 'by', 'Russian', 'immigrants', 'who', 'have', 'also', 'penetrated', 'into', 'the', 'Tian', 'shan', 'to', 'the', 'east', 'of', 'Lake', 'Issyk', 'kul', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['It', 'extends', 'as', 'a', 'completely', 'even', 'plain', 'of', 'snow', 'with', 'long', 'almost', 'imperceptible', 'undulations', 'or', 'waves', 'at', 'a', 'height', 'of', '7000', 'to', '10', '000', 'ft', '.', 'obliterating', 'the', 'features', 'of', 'the', 'underlying', 'land', 'the', 'Gunung', 'Slamet', 'and', 'valleys', 'of', 'which', 'are', 'completely', 'interred', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Volcan', 'Lautaro', 'overlooked', 'an', 'expansive', 'plain', 'lined', 'with', 'encampments', 'an', 'airfield', 'small', 'ships', 'and', 'other', 'war', 'arsenal', '.']","['O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
