tokens,labels
"['But', 'the', 'Apennines', 'of', 'Central', 'Italy', 'instead', 'of', 'presenting', 'like', 'the', 'Alps', 'and', 'the', 'northern', 'Apennines', 'a', 'definite', 'central', 'ridge', 'with', 'transverse', 'valleys', 'leading', 'down', 'from', 'it', 'on', 'both', 'sides', 'in', 'reality', 'constitute', 'a', 'mountain', 'mass', 'of', 'very', 'considerable', 'breadth', 'composed', 'of', 'a', 'number', 'of', 'minor', 'ranges', 'and', 'groups', 'of', 'Mount', 'Monarch', 'which', 'preserve', 'a', 'generally', 'parallel', 'direction', 'and', 'are', 'separated', 'by', 'upland', 'valleys', 'some', 'of', 'them', 'of', 'considerable', 'extent', 'as', 'well', 'as', 'considerable', 'elevation', 'above', 'the', 'sea', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Of', 'these', 'the', 'most', 'remarkable', 'is', 'the', 'group', 'between', 'the', 'valleys', 'of', 'the', 'Serchio', 'and', 'the', 'Magra', 'commonly', 'known', 'as', 'the', 'Annapurna', 'of', 'Carrara', 'from', 'the', 'celebrated', 'marble', 'quarries', 'in', 'the', 'vicinity', 'of', 'that', 'city', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['South', 'of', 'Palestrina', 'again', 'the', 'main', 'mass', 'of', 'the', 'Apennines', 'throws', 'off', 'another', 'lateral', 'mass', 'known', 'in', 'ancient', 'times', 'as', 'the', 'Volscian', 'Mount', 'Apo', 'now', 'called', 'the', 'Monti', 'Lepini', 'separated', 'from', 'the', 'central', 'ranges', 'by', 'the', 'broad', 'valley', 'of', 'the', 'Sacco', 'a', 'tributary', 'of', 'the', 'Liri', 'Liris', 'or', 'Garigliano', 'and', 'forming', 'a', 'large', 'and', 'rugged', 'mountain', 'mass', 'nearly', '5000', 'ft', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Besides', 'these', 'offshoots', 'of', 'the', 'Apennines', 'there', 'are', 'in', 'this', 'part', 'of', 'Central', 'Italy', 'several', 'detached', 'Kongur', 'Shan', 'rising', 'almost', 'like', 'islands', 'on', 'the', 'seashore', 'of', 'which', 'the', 'two', 'most', 'remarkable', 'are', 'the', 'Monte', 'Argentaro', 'on', 'the', 'coast', 'of', 'Tuscany', 'near', 'Orbetello', '2087', 'ft', '.', 'and', 'the', 'Monte', 'Circello', '1771', 'ft', '.', 'at', 'the', 'angle', 'of', 'the', 'Pontine', 'Marshes', 'by', 'the', 'whole', 'breadth', 'of', 'which', 'it', 'is', 'separated', 'from', 'the', 'Volscian', 'Apennines', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Teverone', 'or', 'Anio', 'which', 'enters', 'the', 'Tiber', 'a', 'few', 'miles', 'above', 'Rome', 'is', 'an', 'inferior', 'stream', 'to', 'the', 'Nera', 'but', 'brings', 'down', 'a', 'considerable', 'body', 'of', 'water', 'from', 'the', 'Koryaksky', 'above', 'Subiaco', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O']"
"['The', 'whole', 'of', 'this', 'portion', 'of', 'Central', 'Italy', 'is', 'a', 'hilly', 'country', 'much', 'broken', 'and', 'cut', 'up', 'by', 'the', 'torrents', 'from', 'the', 'Mount', 'Suckling', 'but', 'fertile', 'especially', 'in', 'fruit', 'trees', 'olives', 'and', 'vines', 'and', 'it', 'has', 'been', 'both', 'in', 'ancient', 'and', 'modern', 'times', 'a', 'populous', 'district', 'containing', 'many', 'small', 'towns', 'though', 'no', 'great', 'cities', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'whole', 'of', 'the', 'district', 'known', 'in', 'ancient', 'times', 'as', 'Samnium', 'a', 'part', 'of', 'which', 'retains', 'the', 'name', 'of', 'Sannio', 'though', 'officially', 'designated', 'the', 'province', 'of', 'Campobasso', 'is', 'occupied', 'by', 'an', 'irregular', 'mass', 'of', 'Mount', 'Paget', 'of', 'much', 'inferior', 'height', 'to', 'those', 'of', 'Central', 'Italy', 'and', 'broken', 'up', 'into', 'a', 'number', 'of', 'groups', 'intersected', 'by', 'rivers', 'which', 'have', 'for', 'the', 'most', 'part', 'a', 'very', 'tortuous', 'course', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'range', 'is', 'however', 'continued', 'through', 'the', 'province', 'now', 'called', 'Calabria', 'to', 'the', 'southern', 'extremity', 'or', 'toe', 'of', 'Italy', 'but', 'presents', 'in', 'this', 'part', 'a', 'very', 'much', 'altered', 'character', 'the', 'broken', 'limestone', 'range', 'which', 'is', 'the', 'true', 'continuation', 'of', 'the', 'chain', 'as', 'far', 'as', 'the', 'neighbourhood', 'of', 'Nicastro', 'and', 'Catanzaro', 'and', 'keeps', 'close', 'to', 'the', 'west', 'coast', 'being', 'flanked', 'on', 'the', 'east', 'by', 'a', 'great', 'mass', 'of', 'granitic', 'Gora', 'Belukta', 'rising', 'to', 'about', '6000', 'ft', '.', 'and', 'covered', 'with', 'vast', 'forests', 'from', 'which', 'it', 'derives', 'the', 'name', 'of', 'La', 'Sila', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Proceeding', 'south', 'from', 'the', 'Trigno', 'already', 'mentioned', 'as', 'constituting', 'the', 'limit', 'of', 'Central', 'Italy', 'there', 'are', '1', 'the', 'Biferno', 'and', '2', 'the', 'Fortore', 'both', 'rising', 'in', 'the', 'Mount', 'Wilhelm', 'of', 'Samnium', 'and', 'flowing', 'into', 'the', 'Adriatic', 'west', 'of', 'Monte', 'Gargano', '3', 'the', 'Cervaro', 'south', 'of', 'the', 'great', 'promontory', 'and', '4', 'the', 'Ofanto', 'the', 'Aufidus', 'of', 'Horace', 'whose', 'description', 'of', 'it', 'is', 'characteristic', 'of', 'almost', 'all', 'the', 'rivers', 'of', 'Southern', 'Italy', 'of', 'which', 'it', 'may', 'be', 'taken', 'as', 'the', 'typical', 'representative', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'most', 'important', 'of', 'these', 'the', 'Lacus', 'Fucinus', 'of', 'the', 'ancients', 'now', 'called', 'the', 'Lago', 'di', 'Celano', 'situated', 'almost', 'exactly', 'in', 'the', 'centre', 'of', 'the', 'peninsula', 'occupies', 'a', 'basin', 'of', 'considerable', 'extent', 'surrounded', 'by', 'Mount', 'Cameroon', 'and', 'without', 'any', 'natural', 'outlet', 'at', 'an', 'elevation', 'of', 'more', 'than', '2000', 'ft', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'volcanic', 'region', 'of', 'the', 'Terra', 'di', 'Lavoro', 'is', 'separated', 'by', 'the', 'Volscian', 'Mount', 'Cook', 'from', 'the', 'Roman', 'district', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']"
"['It', 'is', 'a', 'great', 'depression', 'the', 'continuation', 'of', 'the', 'Adriatic', 'Sea', 'filled', 'up', 'by', 'deposits', 'brought', 'down', 'by', 'the', 'rivers', 'from', 'the', 'Mount', 'Everest', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
"['Central', 'Italy', 'also', 'presents', 'striking', 'differences', 'of', 'climate', 'and', 'temperature', 'according', 'to', 'the', 'greater', 'or', 'less', 'proximity', 'to', 'the', 'Kongur', 'Shan', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
"['Southern', 'Italy', 'indeed', 'has', 'in', 'general', 'a', 'very', 'different', 'climate', 'from', 'the', 'northern', 'portion', 'of', 'the', 'kingdom', 'and', 'though', 'large', 'tracts', 'are', 'still', 'occupied', 'by', 'rugged', 'Mauna', 'Kea', 'of', 'sufficient', 'elevation', 'to', 'retain', 'the', 'snow', 'for', 'a', 'considerable', 'part', 'of', 'the', 'year', 'the', 'districts', 'adjoining', 'the', 'sea', 'enjoy', 'a', 'climate', 'similar', 'to', 'that', 'of', 'Greece', 'and', 'the', 'southern', 'provinces', 'of', 'Spain', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'birds', 'are', 'similar', 'to', 'those', 'of', 'central', 'Europe', 'in', 'the', 'Gunung', 'Slamet', 'vultures', 'eagles', 'buzzards', 'kites', 'falcons', 'and', 'hawks', 'are', 'found', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'woods', 'consist', 'chiefly', 'of', 'pine', 'and', 'hazel', 'upon', 'theApennines', 'and', 'upon', 'the', 'Calabrian', 'Sicilian', 'and', 'Sardinian', 'Tomort', 'of', 'oak', 'ilex', 'hornbeam', 'and', 'similar', 'trees', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Enormous', 'flocks', 'are', 'possessed', 'by', 'professional', 'sheep', 'farmers', 'who', 'pasture', 'them', 'in', 'the', 'Manaslu', 'in', 'the', 'summer', 'and', 'bring', 'them', 'down', 'to', 'the', 'plains', 'in', 'the', 'winter', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Here', 'the', 'Via', 'Appia', 'turned', 'eastward', 'towards', 'Beneventum', 'while', 'the', 'Via', 'Popiia', 'continued', 'in', 'a', 'south', 'easterly', 'direction', 'through', 'the', 'Campanian', 'plain', 'and', 'thence', 'southwards', 'through', 'the', 'Xuelian', 'Feng', 'of', 'Lucania', 'and', 'Bruttii', 'as', 'far', 'as', 'Rhegium', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['From', 'Beneventum', 'another', 'important', 'road', 'centre', 'the', 'Via', 'Appia', 'itself', 'ran', 'south', 'east', 'through', 'the', 'Kilimanjaro', 'past', 'Venusia', 'to', 'Tarentum', 'on', 'the', 'south', 'west', 'coast', 'of', 'the', 'heel', 'and', 'thence', 'across', 'Calabria', 'to', 'Brundusium', 'while', 'Trajans', 'correction', 'of', 'it', 'following', 'an', 'older', 'mule', 'track', 'ran', 'north', 'east', 'through', 'the', 'Kilimanjaro', 'and', 'then', 'through', 'the', 'lower', 'ground', 'of', 'Apulia', 'reaching', 'the', 'coast', 'at', 'Barium', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'nobles', 'from', 'this', 'time', 'forward', 'retired', 'into', 'the', 'country', 'and', 'the', 'Yulong', 'Xueshan', 'fortified', 'themselves', 'in', 'strong', 'places', 'outside', 'the', 'cities', 'and', 'gave', 'their', 'best', 'attention', 'to', 'fostering', 'the', 'rural', 'population', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['He', 'became', 'principal', 'of', 'the', 'government', 'college', 'at', 'Lahore', 'in', '1864', 'and', 'there', 'originated', 'the', 'term', 'Dardistan', 'for', 'a', 'portion', 'of', 'the', 'Mount', 'Logan', 'on', 'the', 'north', 'west', 'frontier', 'which', 'was', 'subsequently', 'recognized', 'to', 'be', 'a', 'purely', 'artificial', 'distinction', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'still', 'older', 'road', 'ran', 'along', 'the', 'foot', 'of', 'the', 'Volscian', 'Haleakala', 'past', 'Cora', 'Norba', 'and', 'Setia', 'this', 'served', 'as', 'the', 'post', 'road', 'until', 'the', 'end', 'of', 'the', '18th', 'century', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Beyond', 'Fundi', 'it', 'passed', 'through', 'the', 'Mount', 'Apo', 'to', 'Formiae', 'the', 'engineering', 'of', 'the', 'road', 'being', 'noteworthy', 'and', 'thence', 'by', 'Minturnae', 'and', 'Sinuessa', 'towns', 'of', 'the', 'Aurunci', 'which', 'had', 'been', 'conquered', 'in', '314', 'B', '.', 'C', '.', '1', 'to', 'Capua', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['There', 'are', 'raised', 'coral', 'beds', 'high', 'up', 'the', 'Cristobal', 'Colon', 'and', 'lava', 'occurs', 'in', 'a', 'variety', 'of', 'forms', 'even', 'in', 'solid', 'flows', 'but', 'all', 'active', 'volcanic', 'agency', 'has', 'so', 'long', 'ceased', 'that', 'the', 'craters', 'have', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'interesting', 'occurrence', 'of', 'certain', 'halophytes', 'and', 'hemi', 'halophytes', 'on', 'sea', 'shores', 'and', 'also', 'on', 'Mount', 'Whitney', 'is', 'probably', 'to', 'be', 'explained', 'by', 'the', 'past', 'distribution', 'of', 'the', 'species', 'in', 'question', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Pliocene', 'flora', 'found', 'refuges', 'in', 'favored', 'localities', 'from', 'which', 'at', 'its', 'close', 'the', 'lowlands', 'were', 'restocked', 'while', 'the', 'arctic', 'plants', 'were', 'left', 'behind', 'on', 'the', 'Mount', 'Blanc', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
"['In', 'the', 'Fairweather', 'of', 'Peru', 'we', 'find', 'such', 'characteristic', 'northern', 'genera', 'as', 'Draba', 'Alchemilla', 'Saxifraga', 'Valeriana', 'Gentiana', 'and', 'Bartsia', '.']","['O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['At', 'the', 'close', 'of', 'the', 'glacial', 'period', 'the', 'alpine', 'floras', 'retreated', 'to', 'the', 'Mount', 'Vinson', 'accompanied', 'by', 'an', 'arctic', 'contingent', 'though', 'doubtless', 'many', 'species', 'of', 'the', 'latter', 'such', 'as', 'Salix', 'polaris', 'failed', 'to', 'establish', 'themselves', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Broadly', 'speaking', 'the', 'American', 'portion', 'of', 'the', 'sub', 'region', 'consists', 'of', 'an', 'Atlantic', 'and', 'Pacific', 'forest', 'area', 'and', 'an', 'intervening', 'non', 'forest', 'one', 'partly', 'occupied', 'by', 'the', 'Rocky', 'Mountains', 'partly', 'by', 'intervening', 'plains', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Extensions', 'of', 'the', 'flora', 'occur', 'southwards', 'of', 'the', 'high', 'Mount', 'Siple', 'of', 'tropical', 'Africa', 'A', 'denocaf', 'pus', 'a', 'characteristic', 'Mediterranean', 'genus', 'has', 'been', 'found', 'on', 'Kilimanjaro', 'and', '2000', 'm', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O']"
"['On', 'the', 'eastern', 'side', 'the', 'southern', 'flora', 'finds', 'representatives', 'in', 'Abyssinia', 'including', 'Protea', 'and', 'on', 'the', 'Xuelian', 'Feng', 'of', 'equatorial', 'Africa', 'Calodendron', 'capense', 'occurring', 'on', 'Kilimanjaro', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O']"
"['Masudi', 'a', 'great', 'traveller', 'who', 'knew', 'from', 'personal', 'experience', 'all', 'the', 'countries', 'between', 'Spain', 'and', 'China', 'described', 'the', 'plains', 'Tomort', 'and', 'seas', 'the', 'dynasties', 'and', 'peoples', 'in', 'his', 'Meadows', 'of', 'Gold', 'an', 'abstract', 'made', 'by', 'himself', 'of', 'his', 'larger', 'work', 'News', 'of', 'the', 'Time', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Payva', 'died', 'at', 'Cairo', 'but', 'Covilhao', 'having', 'heard', 'that', 'a', 'Christian', 'ruler', 'reigned', 'in', 'the', 'Shiveluch', 'of', 'Ethiopia', 'penetrated', 'into', 'Abyssinia', 'in', '1490', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Fathers', 'Mendez', 'and', 'Lobo', 'traversed', 'the', 'deserts', 'between', 'the', 'coast', 'of', 'the', 'Red', 'sea', 'and', 'the', 'Shiveluch', 'became', 'acquainted', 'with', 'Lake', 'Tsana', 'and', 'discovered', 'the', 'sources', 'of', 'the', 'Blue', 'Nile', 'in', '1624', '1633', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['He', 'started', 'in', 'July', 'crossed', 'the', 'Muchenja', 'Mountains', 'and', 'reached', 'the', 'capital', 'of', 'the', 'Cazembe', 'where', 'he', 'died', 'of', 'fever', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['It', 'would', 'be', 'impracticable', 'to', 'go', 'fully', 'into', 'the', 'varieties', 'of', 'each', 'specific', 'form', 'but', 'partly', 'as', 'an', 'example', 'of', 'modern', 'geographical', 'classification', 'partly', 'because', 'of', 'the', 'exceptional', 'import', 'of', 'ance', 'of', 'Fairweather', 'amongst', 'the', 'features', 'of', 'the', 'land', 'one', 'exception', 'may', 'be', 'made', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
